name,url,base_experience,height,id,image_url,weight,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed,ability_0_id,ability_0,ability_1_id,ability_1,type_0_id,type_0,type_1_id,type_1,ability_2_id,ability_2
gholdengo,https://pokeapi.co/api/v2/pokemon/1000/,,12,1000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,300,87,60,95,133,91,84,283,good-as-gold,283,good-as-gold,9,steel,8,ghost,,
wo-chien,https://pokeapi.co/api/v2/pokemon/1001/,,15,1001,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,742,85,85,100,95,135,70,286,tablets-of-ruin,286,tablets-of-ruin,17,dark,12,grass,,
chien-pao,https://pokeapi.co/api/v2/pokemon/1002/,,19,1002,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,1522,80,120,80,90,65,135,285,sword-of-ruin,285,sword-of-ruin,17,dark,15,ice,,
ting-lu,https://pokeapi.co/api/v2/pokemon/1003/,,27,1003,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,6997,155,110,125,55,80,45,284,vessel-of-ruin,284,vessel-of-ruin,17,dark,5,ground,,
chi-yu,https://pokeapi.co/api/v2/pokemon/1004/,,4,1004,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,49,55,80,80,135,120,100,287,beads-of-ruin,287,beads-of-ruin,17,dark,10,fire,,
roaring-moon,https://pokeapi.co/api/v2/pokemon/1005/,,20,1005,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png,3800,105,139,71,55,101,119,281,protosynthesis,281,protosynthesis,16,dragon,17,dark,,
iron-valiant,https://pokeapi.co/api/v2/pokemon/1006/,,14,1006,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png,350,74,130,90,120,60,116,282,quark-drive,282,quark-drive,18,fairy,2,fighting,,
koraidon,https://pokeapi.co/api/v2/pokemon/1007/,,25,1007,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,3030,100,135,115,85,100,135,288,orichalcum-pulse,288,orichalcum-pulse,2,fighting,16,dragon,,
miraidon,https://pokeapi.co/api/v2/pokemon/1008/,,35,1008,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,2400,100,85,100,135,115,135,289,hadron-engine,289,hadron-engine,13,electric,16,dragon,,
walking-wake,https://pokeapi.co/api/v2/pokemon/1009/,,35,1009,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png,2800,99,83,91,125,83,109,281,protosynthesis,281,protosynthesis,11,water,16,dragon,,
iron-leaves,https://pokeapi.co/api/v2/pokemon/1010/,,15,1010,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,1250,90,130,88,70,108,104,282,quark-drive,282,quark-drive,12,grass,14,psychic,,
dipplin,https://pokeapi.co/api/v2/pokemon/1011/,,4,1011,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,97,80,80,110,95,80,40,300,supersweet-syrup,82,gluttony,12,grass,16,dragon,60,sticky-hold
poltchageist,https://pokeapi.co/api/v2/pokemon/1012/,,1,1012,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,11,40,45,45,74,54,50,301,hospitality,85,heatproof,12,grass,8,ghost,,
sinistcha,https://pokeapi.co/api/v2/pokemon/1013/,,2,1013,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,22,71,60,106,121,80,70,301,hospitality,85,heatproof,12,grass,8,ghost,,
okidogi,https://pokeapi.co/api/v2/pokemon/1014/,,18,1014,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,922,88,128,115,58,86,80,302,toxic-chain,275,guard-dog,4,poison,2,fighting,,
munkidori,https://pokeapi.co/api/v2/pokemon/1015/,,10,1015,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,122,88,75,66,130,90,106,302,toxic-chain,119,frisk,4,poison,14,psychic,,
fezandipiti,https://pokeapi.co/api/v2/pokemon/1016/,,14,1016,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,301,88,91,82,70,125,99,302,toxic-chain,101,technician,4,poison,18,fairy,,
ogerpon,https://pokeapi.co/api/v2/pokemon/1017/,,12,1017,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,398,80,120,84,60,96,110,128,defiant,,,12,grass,,,,
archaludon,https://pokeapi.co/api/v2/pokemon/1018/,,20,1018,,600,90,105,130,125,65,85,192,stamina,5,sturdy,9,steel,16,dragon,242,stalwart
hydrapple,https://pokeapi.co/api/v2/pokemon/1019/,,18,1019,,930,106,80,110,120,80,44,300,supersweet-syrup,144,regenerator,12,grass,16,dragon,60,sticky-hold
gouging-fire,https://pokeapi.co/api/v2/pokemon/1020/,,35,1020,,5900,105,115,121,65,93,91,281,protosynthesis,,,10,fire,16,dragon,,
raging-bolt,https://pokeapi.co/api/v2/pokemon/1021/,,52,1021,,4800,125,73,91,137,89,75,281,protosynthesis,,,13,electric,16,dragon,,
iron-boulder,https://pokeapi.co/api/v2/pokemon/1022/,,15,1022,,1625,90,120,80,68,108,124,282,quark-drive,,,6,rock,14,psychic,,
iron-crown,https://pokeapi.co/api/v2/pokemon/1023/,,16,1023,,1560,90,72,100,122,108,98,282,quark-drive,,,9,steel,14,psychic,,
terapagos,https://pokeapi.co/api/v2/pokemon/1024/,,2,1024,,65,90,65,85,65,85,60,304,tera-shift,,,1,normal,,,,
pecharunt,https://pokeapi.co/api/v2/pokemon/1025/,,3,1025,,3,88,88,160,88,88,88,307,poison-puppeteer,,,4,poison,8,ghost,,
deoxys-attack,https://pokeapi.co/api/v2/pokemon/10001/,270.0,17,10001,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png,608,50,180,20,180,20,150,46,pressure,,,14,psychic,,,,
deoxys-defense,https://pokeapi.co/api/v2/pokemon/10002/,270.0,17,10002,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png,608,50,70,160,70,160,90,46,pressure,,,14,psychic,,,,
deoxys-speed,https://pokeapi.co/api/v2/pokemon/10003/,270.0,17,10003,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png,608,50,95,90,95,90,180,46,pressure,,,14,psychic,,,,
wormadam-sandy,https://pokeapi.co/api/v2/pokemon/10004/,148.0,5,10004,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png,65,60,79,105,59,85,36,107,anticipation,142,overcoat,7,bug,5,ground,,
wormadam-trash,https://pokeapi.co/api/v2/pokemon/10005/,148.0,5,10005,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png,65,60,69,95,69,95,36,107,anticipation,142,overcoat,7,bug,9,steel,,
shaymin-sky,https://pokeapi.co/api/v2/pokemon/10006/,270.0,4,10006,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png,52,100,103,75,120,75,127,32,serene-grace,,,12,grass,3,flying,,
giratina-origin,https://pokeapi.co/api/v2/pokemon/10007/,340.0,69,10007,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png,6500,150,120,100,120,100,90,26,levitate,,,8,ghost,16,dragon,,
rotom-heat,https://pokeapi.co/api/v2/pokemon/10008/,182.0,3,10008,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png,3,50,65,107,105,107,86,26,levitate,,,13,electric,10,fire,,
rotom-wash,https://pokeapi.co/api/v2/pokemon/10009/,182.0,3,10009,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png,3,50,65,107,105,107,86,26,levitate,,,13,electric,11,water,,
rotom-frost,https://pokeapi.co/api/v2/pokemon/10010/,182.0,3,10010,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png,3,50,65,107,105,107,86,26,levitate,,,13,electric,15,ice,,
rotom-fan,https://pokeapi.co/api/v2/pokemon/10011/,182.0,3,10011,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png,3,50,65,107,105,107,86,26,levitate,,,13,electric,3,flying,,
rotom-mow,https://pokeapi.co/api/v2/pokemon/10012/,182.0,3,10012,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png,3,50,65,107,105,107,86,26,levitate,,,13,electric,12,grass,,
castform-sunny,https://pokeapi.co/api/v2/pokemon/10013/,147.0,3,10013,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png,8,70,70,70,70,70,70,59,forecast,,,10,fire,,,,
castform-rainy,https://pokeapi.co/api/v2/pokemon/10014/,147.0,3,10014,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png,8,70,70,70,70,70,70,59,forecast,,,11,water,,,,
castform-snowy,https://pokeapi.co/api/v2/pokemon/10015/,147.0,3,10015,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png,8,70,70,70,70,70,70,59,forecast,,,15,ice,,,,
basculin-blue-striped,https://pokeapi.co/api/v2/pokemon/10016/,161.0,10,10016,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png,180,70,92,65,80,55,98,69,rock-head,91,adaptability,11,water,,,104,mold-breaker
darmanitan-zen,https://pokeapi.co/api/v2/pokemon/10017/,189.0,13,10017,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png,929,105,30,105,140,105,55,125,sheer-force,161,zen-mode,10,fire,14,psychic,,
meloetta-pirouette,https://pokeapi.co/api/v2/pokemon/10018/,270.0,6,10018,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png,65,100,128,90,77,77,128,32,serene-grace,,,1,normal,2,fighting,,
tornadus-therian,https://pokeapi.co/api/v2/pokemon/10019/,290.0,14,10019,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png,630,79,100,80,110,90,121,144,regenerator,,,3,flying,,,,
thundurus-therian,https://pokeapi.co/api/v2/pokemon/10020/,290.0,30,10020,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png,610,79,105,70,145,80,101,10,volt-absorb,,,13,electric,3,flying,,
landorus-therian,https://pokeapi.co/api/v2/pokemon/10021/,300.0,13,10021,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png,680,89,145,90,105,80,91,22,intimidate,,,5,ground,3,flying,,
kyurem-black,https://pokeapi.co/api/v2/pokemon/10022/,350.0,33,10022,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png,3250,125,170,100,120,90,95,164,teravolt,,,16,dragon,15,ice,,
kyurem-white,https://pokeapi.co/api/v2/pokemon/10023/,350.0,36,10023,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png,3250,125,120,90,170,100,95,163,turboblaze,,,16,dragon,15,ice,,
keldeo-resolute,https://pokeapi.co/api/v2/pokemon/10024/,290.0,14,10024,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png,485,91,72,90,129,90,108,154,justified,,,11,water,2,fighting,,
meowstic-female,https://pokeapi.co/api/v2/pokemon/10025/,163.0,6,10025,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png,85,74,48,76,83,81,104,51,keen-eye,151,infiltrator,14,psychic,,,172,competitive
aegislash-blade,https://pokeapi.co/api/v2/pokemon/10026/,250.0,17,10026,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png,530,60,140,50,140,50,60,176,stance-change,,,9,steel,8,ghost,,
pumpkaboo-small,https://pokeapi.co/api/v2/pokemon/10027/,67.0,3,10027,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png,35,44,66,70,44,55,56,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
pumpkaboo-large,https://pokeapi.co/api/v2/pokemon/10028/,67.0,5,10028,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png,75,54,66,70,44,55,46,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
pumpkaboo-super,https://pokeapi.co/api/v2/pokemon/10029/,67.0,8,10029,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png,150,59,66,70,44,55,41,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
gourgeist-small,https://pokeapi.co/api/v2/pokemon/10030/,173.0,7,10030,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png,95,55,85,122,58,75,99,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
gourgeist-large,https://pokeapi.co/api/v2/pokemon/10031/,173.0,11,10031,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png,140,75,95,122,58,75,69,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
gourgeist-super,https://pokeapi.co/api/v2/pokemon/10032/,173.0,17,10032,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png,390,85,100,122,58,75,54,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
venusaur-mega,https://pokeapi.co/api/v2/pokemon/10033/,281.0,24,10033,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png,1555,80,100,123,122,120,80,47,thick-fat,,,12,grass,4,poison,,
charizard-mega-x,https://pokeapi.co/api/v2/pokemon/10034/,285.0,17,10034,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png,1105,78,130,111,130,85,100,181,tough-claws,,,10,fire,16,dragon,,
charizard-mega-y,https://pokeapi.co/api/v2/pokemon/10035/,285.0,17,10035,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png,1005,78,104,78,159,115,100,70,drought,,,10,fire,3,flying,,
blastoise-mega,https://pokeapi.co/api/v2/pokemon/10036/,284.0,16,10036,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png,1011,79,103,120,135,115,78,178,mega-launcher,,,11,water,,,,
alakazam-mega,https://pokeapi.co/api/v2/pokemon/10037/,270.0,12,10037,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png,480,55,50,65,175,105,150,36,trace,,,14,psychic,,,,
gengar-mega,https://pokeapi.co/api/v2/pokemon/10038/,270.0,14,10038,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png,405,60,65,80,170,95,130,23,shadow-tag,,,8,ghost,4,poison,,
kangaskhan-mega,https://pokeapi.co/api/v2/pokemon/10039/,207.0,22,10039,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png,1000,105,125,100,60,100,100,185,parental-bond,,,1,normal,,,,
pinsir-mega,https://pokeapi.co/api/v2/pokemon/10040/,210.0,17,10040,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png,590,65,155,120,65,90,105,184,aerilate,,,7,bug,3,flying,,
gyarados-mega,https://pokeapi.co/api/v2/pokemon/10041/,224.0,65,10041,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png,3050,95,155,109,70,130,81,104,mold-breaker,,,11,water,17,dark,,
aerodactyl-mega,https://pokeapi.co/api/v2/pokemon/10042/,215.0,21,10042,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png,790,80,135,85,70,95,150,181,tough-claws,,,6,rock,3,flying,,
mewtwo-mega-x,https://pokeapi.co/api/v2/pokemon/10043/,351.0,23,10043,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png,1270,106,190,100,154,100,130,80,steadfast,,,14,psychic,2,fighting,,
mewtwo-mega-y,https://pokeapi.co/api/v2/pokemon/10044/,351.0,15,10044,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png,330,106,150,70,194,120,140,15,insomnia,,,14,psychic,,,,
ampharos-mega,https://pokeapi.co/api/v2/pokemon/10045/,275.0,14,10045,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png,615,90,95,105,165,110,45,104,mold-breaker,,,13,electric,16,dragon,,
scizor-mega,https://pokeapi.co/api/v2/pokemon/10046/,210.0,20,10046,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png,1250,70,150,140,65,100,75,101,technician,,,7,bug,9,steel,,
heracross-mega,https://pokeapi.co/api/v2/pokemon/10047/,210.0,17,10047,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png,625,80,185,115,40,105,75,92,skill-link,,,7,bug,2,fighting,,
houndoom-mega,https://pokeapi.co/api/v2/pokemon/10048/,210.0,19,10048,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png,495,75,90,90,140,90,115,94,solar-power,,,17,dark,10,fire,,
tyranitar-mega,https://pokeapi.co/api/v2/pokemon/10049/,315.0,25,10049,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png,2550,100,164,150,95,120,71,45,sand-stream,,,6,rock,17,dark,,
blaziken-mega,https://pokeapi.co/api/v2/pokemon/10050/,284.0,19,10050,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png,520,80,160,80,130,80,100,3,speed-boost,,,10,fire,2,fighting,,
gardevoir-mega,https://pokeapi.co/api/v2/pokemon/10051/,278.0,16,10051,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png,484,68,85,65,165,135,100,182,pixilate,,,14,psychic,18,fairy,,
mawile-mega,https://pokeapi.co/api/v2/pokemon/10052/,168.0,10,10052,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png,235,50,105,125,55,95,50,37,huge-power,,,9,steel,18,fairy,,
aggron-mega,https://pokeapi.co/api/v2/pokemon/10053/,284.0,22,10053,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png,3950,70,140,230,60,80,50,111,filter,,,9,steel,,,,
medicham-mega,https://pokeapi.co/api/v2/pokemon/10054/,179.0,13,10054,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png,315,60,100,85,80,85,100,74,pure-power,,,2,fighting,14,psychic,,
manectric-mega,https://pokeapi.co/api/v2/pokemon/10055/,201.0,18,10055,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png,440,70,75,80,135,80,135,22,intimidate,,,13,electric,,,,
banette-mega,https://pokeapi.co/api/v2/pokemon/10056/,194.0,12,10056,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png,130,64,165,75,93,83,75,158,prankster,,,8,ghost,,,,
absol-mega,https://pokeapi.co/api/v2/pokemon/10057/,198.0,12,10057,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png,490,65,150,60,115,60,115,156,magic-bounce,,,17,dark,,,,
garchomp-mega,https://pokeapi.co/api/v2/pokemon/10058/,315.0,19,10058,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png,950,108,170,115,120,95,92,159,sand-force,,,16,dragon,5,ground,,
lucario-mega,https://pokeapi.co/api/v2/pokemon/10059/,219.0,13,10059,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png,575,70,145,88,140,70,112,91,adaptability,,,2,fighting,9,steel,,
abomasnow-mega,https://pokeapi.co/api/v2/pokemon/10060/,208.0,27,10060,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png,1850,90,132,105,132,105,30,117,snow-warning,,,12,grass,15,ice,,
floette-eternal,https://pokeapi.co/api/v2/pokemon/10061/,243.0,2,10061,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png,9,74,65,67,125,128,92,166,flower-veil,180,symbiosis,18,fairy,,,,
latias-mega,https://pokeapi.co/api/v2/pokemon/10062/,315.0,18,10062,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png,520,80,100,120,140,150,110,26,levitate,,,16,dragon,14,psychic,,
latios-mega,https://pokeapi.co/api/v2/pokemon/10063/,315.0,23,10063,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png,700,80,130,100,160,120,110,26,levitate,,,16,dragon,14,psychic,,
swampert-mega,https://pokeapi.co/api/v2/pokemon/10064/,286.0,19,10064,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png,1020,100,150,110,95,110,70,33,swift-swim,,,11,water,5,ground,,
sceptile-mega,https://pokeapi.co/api/v2/pokemon/10065/,284.0,19,10065,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png,552,70,110,75,145,85,145,31,lightning-rod,,,12,grass,16,dragon,,
sableye-mega,https://pokeapi.co/api/v2/pokemon/10066/,168.0,5,10066,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png,1610,50,85,125,85,115,20,156,magic-bounce,,,17,dark,8,ghost,,
altaria-mega,https://pokeapi.co/api/v2/pokemon/10067/,207.0,15,10067,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png,206,75,110,110,110,105,80,182,pixilate,,,16,dragon,18,fairy,,
gallade-mega,https://pokeapi.co/api/v2/pokemon/10068/,278.0,16,10068,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png,564,68,165,95,65,115,110,39,inner-focus,,,14,psychic,2,fighting,,
audino-mega,https://pokeapi.co/api/v2/pokemon/10069/,425.0,15,10069,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png,320,103,60,126,80,126,50,131,healer,,,1,normal,18,fairy,,
sharpedo-mega,https://pokeapi.co/api/v2/pokemon/10070/,196.0,25,10070,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png,1303,70,140,70,110,65,105,173,strong-jaw,,,11,water,17,dark,,
slowbro-mega,https://pokeapi.co/api/v2/pokemon/10071/,207.0,20,10071,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10071.png,1200,95,75,180,130,80,30,75,shell-armor,,,11,water,14,psychic,,
steelix-mega,https://pokeapi.co/api/v2/pokemon/10072/,214.0,105,10072,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png,7400,75,125,230,55,95,30,159,sand-force,,,9,steel,5,ground,,
pidgeot-mega,https://pokeapi.co/api/v2/pokemon/10073/,261.0,22,10073,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10073.png,505,83,80,80,135,80,121,99,no-guard,,,1,normal,3,flying,,
glalie-mega,https://pokeapi.co/api/v2/pokemon/10074/,203.0,21,10074,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png,3502,80,120,80,120,80,100,174,refrigerate,,,15,ice,,,,
diancie-mega,https://pokeapi.co/api/v2/pokemon/10075/,315.0,11,10075,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png,278,50,160,110,160,110,110,156,magic-bounce,,,6,rock,18,fairy,,
metagross-mega,https://pokeapi.co/api/v2/pokemon/10076/,315.0,25,10076,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png,9429,80,145,150,105,110,110,181,tough-claws,,,9,steel,14,psychic,,
kyogre-primal,https://pokeapi.co/api/v2/pokemon/10077/,347.0,98,10077,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png,4300,100,150,90,180,160,90,189,primordial-sea,,,11,water,,,,
groudon-primal,https://pokeapi.co/api/v2/pokemon/10078/,347.0,50,10078,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png,9997,100,180,160,150,90,90,190,desolate-land,,,5,ground,10,fire,,
rayquaza-mega,https://pokeapi.co/api/v2/pokemon/10079/,351.0,108,10079,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png,3920,105,180,100,180,100,115,191,delta-stream,,,16,dragon,3,flying,,
pikachu-rock-star,https://pokeapi.co/api/v2/pokemon/10080/,112.0,4,10080,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png,60,35,55,40,50,50,90,9,static,31,lightning-rod,13,electric,,,,
pikachu-belle,https://pokeapi.co/api/v2/pokemon/10081/,112.0,4,10081,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10081.png,60,35,55,40,50,50,90,9,static,31,lightning-rod,13,electric,,,,
pikachu-pop-star,https://pokeapi.co/api/v2/pokemon/10082/,112.0,4,10082,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png,60,35,55,40,50,50,90,9,static,31,lightning-rod,13,electric,,,,
pikachu-phd,https://pokeapi.co/api/v2/pokemon/10083/,112.0,4,10083,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png,60,35,55,40,50,50,90,9,static,31,lightning-rod,13,electric,,,,
pikachu-libre,https://pokeapi.co/api/v2/pokemon/10084/,112.0,4,10084,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png,60,35,55,40,50,50,90,9,static,31,lightning-rod,13,electric,,,,
pikachu-cosplay,https://pokeapi.co/api/v2/pokemon/10085/,112.0,4,10085,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png,60,35,55,40,50,50,90,9,static,31,lightning-rod,13,electric,,,,
hoopa-unbound,https://pokeapi.co/api/v2/pokemon/10086/,306.0,65,10086,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png,4900,80,160,60,170,130,80,170,magician,,,14,psychic,17,dark,,
camerupt-mega,https://pokeapi.co/api/v2/pokemon/10087/,196.0,25,10087,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png,3205,70,120,100,145,105,20,125,sheer-force,,,10,fire,5,ground,,
lopunny-mega,https://pokeapi.co/api/v2/pokemon/10088/,203.0,13,10088,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png,283,65,136,94,54,96,135,113,scrappy,,,1,normal,2,fighting,,
salamence-mega,https://pokeapi.co/api/v2/pokemon/10089/,315.0,18,10089,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png,1126,95,145,130,120,90,120,184,aerilate,,,16,dragon,3,flying,,
beedrill-mega,https://pokeapi.co/api/v2/pokemon/10090/,223.0,14,10090,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png,405,65,150,40,15,80,145,91,adaptability,,,7,bug,4,poison,,
rattata-alola,https://pokeapi.co/api/v2/pokemon/10091/,51.0,3,10091,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png,38,30,56,35,25,35,72,82,gluttony,55,hustle,17,dark,1,normal,47,thick-fat
raticate-alola,https://pokeapi.co/api/v2/pokemon/10092/,145.0,7,10092,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png,255,75,71,70,40,80,77,82,gluttony,55,hustle,17,dark,1,normal,47,thick-fat
raticate-totem-alola,https://pokeapi.co/api/v2/pokemon/10093/,145.0,14,10093,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png,1050,75,71,70,40,80,77,82,gluttony,55,hustle,17,dark,1,normal,47,thick-fat
